,threshold
4497451418073897078,1727.14493799928
4497913965512794052,2561.3141512196607
4502539526809429801,11366.218859902816
4503101193493052864,8286.42767706781
4512828414983801773,4184.354020790863
4536996888716062123,2412.2536571460764
4560004149983868183,2257.186153155595
4560395181594436016,2099.2181791658713
4584931703207308232,7063.5592968462
4587657402165341815,1918.316310639621
4599735407877245080,1890.3721631457515
4646845581490336108,2458.830944033687
4653178848915023204,1278.284424620061
4659625317833446364,1407.2300783556143
4661996144291811856,1236.9643152047845
4666314527820883145,1457.1102304913054
4689147265057948423,5568.4887176796765
4710826438164847414,1983.469222564598
4714017207228610634,1237.011511989962
4715741951931168360,3797.0737648239674
4725837176265195730,3107.014377451008
4736845434667908128,5034.596645659201
4742883543039288059,2944.0996758046863
4756039869079882102,790.1804880402724
4761403817546679245,1819.3557518794655
4769426683924058915,1485.2178599903127
4792627764422477317,1608.5112878006257
4797297220948468262,2729.4728736748057
4798937978667559470,4565.310770201351
4810789809665942990,3169.60699244405
4810839835482794272,7100.025176206696
4855488158131690372,1501.6029442202503
4855853415727304322,1296.2699931339303
4861310130652566408,2732.853018049099
4890424426862856940,5227.0567955858805
4897067971111209737,2582.8817944820003
4906628655840914250,5498.19090557396
4911818930706644725,1040.8405149847326
4956828990005111019,2929.230093361223
4958589671582726883,4204.360135193233
4973530368125489546,8587.37997406079
4980323467523543940,1473.624173122198
4989847570577635369,1449.7426533257812
4992346398065154184,3986.705617444435
